fiscalDateEnding,accountsPayable,accumulatedAmortization,accumulatedDepreciation,additionalPaidInCapital,capitalLeaseObligations,capitalSurplus,cash,cashAndShortTermInvestments,commonStock,commonStockSharesOutstanding,commonStockTotalEquity,currentLongTermDebt,deferredLongTermAssetCharges,deferredLongTermLiabilities,earningAssets,goodwill,intangibleAssets,inventory,liabilitiesAndShareholderEquity,longTermDebt,longTermInvestments,negativeGoodwill,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,otherNonCurrentLiabilities,otherNonCurrrentAssets,otherShareholderEquity,preferredStockRedeemable,preferredStockTotalEquity,propertyPlantEquipment,reportedCurrency,retainedEarnings,retainedEarningsTotalEquity,shortTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiabilities,totalLongTermDebt,totalNonCurrentAssets,totalNonCurrentLiabilities,totalPermanentEquity,totalShareholderEquity,treasuryStock,warrants
2018-03-31,13586000000,None,None,0,None,None,9221000000,132270000000,70418000000,7690000000,70418000000,4829000000,None,5002000000,None,35582000000,8544000000,2084000000,245497000000,73480000000,2818000000,None,17208000000,35113000000,54050000000,5097000000,28870000000,34327000000,41643000000,13965000000,-1153000000,None,0,27929000000,USD,9974000000,9974000000,3677000000,123049000000,245497000000,156659000000,46133000000,166258000000,73480000000,88838000000,120125000000,0,79239000000,0,None
2017-12-31,13091000000,None,None,0,None,None,12859000000,142780000000,70192000000,7705000000,70192000000,4789000000,None,5686000000,None,35355000000,9034000000,2003000000,256003000000,73348000000,3961000000,None,18428000000,33971000000,55317000000,4422000000,29096000000,33624000000,40510000000,13716000000,-399000000,None,0,26304000000,USD,8567000000,8567000000,15912000000,129921000000,256003000000,167633000000,58099000000,177643000000,73348000000,88370000000,119544000000,0,78360000000,0,None
2017-09-30,12097000000,None,None,0,None,None,6884000000,138471000000,69419000000,7720000000,69419000000,2302000000,None,7639000000,None,35389000000,9598000000,3211000000,249097000000,76255000000,5343000000,None,14561000000,44660000000,56413000000,4788000000,30298000000,17172000000,23941000000,12927000000,526000000,None,0,24809000000,USD,19702000000,19702000000,9220000000,131587000000,249097000000,161031000000,51615000000,159450000000,76255000000,88066000000,107835000000,0,89647000000,0,None
2017-06-30,14024000000,None,None,0,None,None,7663000000,132981000000,69315000000,7708000000,69315000000,2472000000,None,10908000000,None,35122000000,10106000000,2181000000,241086000000,76073000000,6023000000,None,19792000000,27166000000,57501000000,4897000000,40382000000,25161000000,17184000000,6250000000,431000000,None,0,23734000000,USD,2648000000,2648000000,10121000000,125318000000,241086000000,159851000000,64527000000,168692000000,76073000000,81235000000,104165000000,0,72394000000,0,None
2017-03-31,11676000000,None,None,0,None,None,6713000000,126018000000,68554000000,7723000000,68554000000,7786000000,None,9680000000,None,34668000000,10547000000,1979000000,225017000000,76222000000,7381000000,None,12882000000,24514000000,56742000000,5434000000,32543000000,24896000000,17381000000,4146000000,644000000,None,0,21962000000,USD,531000000,531000000,7786000000,119305000000,225017000000,146313000000,52005000000,155288000000,76222000000,78704000000,103283000000,0,69729000000,0,None
2016-12-31,12350000000,None,None,0,None,None,8468000000,122781000000,68177000000,7730000000,68177000000,25664000000,None,9728000000,None,34524000000,11001000000,1961000000,224610000000,59306000000,8912000000,None,14343000000,23284000000,58282000000,5864000000,32773000000,23075000000,15980000000,3845000000,512000000,None,0,21379000000,USD,120000000,120000000,25664000000,114313000000,224610000000,144949000000,70787000000,155801000000,59306000000,79661000000,85014000000,0,68809000000,0,None
2016-09-30,10847000000,None,None,0,None,None,13928000000,136932000000,67747000000,7784000000,67747000000,14536000000,None,8848000000,None,17907000000,3522000000,3122000000,212524000000,60154000000,10486000000,None,11129000000,48943000000,35391000000,6726000000,33427000000,20624000000,14340000000,3476000000,1681000000,None,0,19224000000,USD,944000000,944000000,14536000000,123004000000,212524000000,157909000000,58810000000,142152000000,60154000000,54615000000,83342000000,0,70372000000,0,None
2016-06-30,13036000000,None,None,0,None,None,6510000000,113240000000,68178000000,7808000000,68178000000,54541000000,None,7917000000,None,17872000000,3733000000,2251000000,193694000000,40783000000,10431000000,None,18277000000,50392000000,35678000000,5892000000,33417000000,19320000000,13640000000,3642000000,1537000000,None,0,18356000000,USD,2282000000,2282000000,12904000000,106730000000,193694000000,139660000000,59357000000,121697000000,40783000000,54034000000,62340000000,0,71997000000,0,None
2016-03-31,12093000000,None,None,0,None,None,7170000000,105552000000,68012000000,7870000000,68012000000,None,None,7691000000,None,17948000000,4459000000,2450000000,181869000000,40896000000,11315000000,None,13821000000,52399000000,36617000000,6598000000,26763000000,19139000000,14122000000,2895000000,1840000000,None,0,16831000000,USD,4954000000,4954000000,5498000000,98382000000,181869000000,128421000000,44354000000,107063000000,40896000000,53448000000,62709000000,0,74806000000,0,None
2015-12-31,11517000000,None,None,0,None,None,7185000000,102640000000,68279000000,7925000000,68279000000,None,None,6296000000,None,17436000000,4619000000,2702000000,180098000000,40679000000,11514000000,None,16125000000,54725000000,36497000000,6345000000,27376000000,17802000000,13700000000,2928000000,1773000000,None,0,15789000000,USD,6728000000,6728000000,3750000000,95455000000,180098000000,127812000000,42643000000,103318000000,40679000000,52286000000,60675000000,0,76780000000,0,None
2015-09-30,10841000000,None,None,0,None,None,5431000000,99355000000,68093000000,8084000000,68093000000,None,None,4953000000,None,17142000000,4745000000,3816000000,172896000000,27819000000,11438000000,None,12891000000,55558000000,36194000000,5594000000,27810000000,16064000000,13280000000,2869000000,1738000000,None,0,15046000000,USD,7614000000,7614000000,10748000000,93924000000,172896000000,121656000000,49399000000,95451000000,27819000000,51240000000,46052000000,0,77445000000,0,None
